"GEOID","race","agecat","sex","acs.pop"
"25025050901","total","Age15-19","Male",638
"25025050901","total","Age20-24","Female",699
"25025050901","total","Age20-24","Male",1079
"25025050901","total","Age25-29","Female",748
"25025050901","total","Age25-29","Male",1030
"25025050901","total","Age30-34","Female",1442
"25025050901","total","Age30-34","Male",1972
"25025050901","total","Age35-44","Female",1814
"25025050901","total","Age35-44","Male",2601
"25025050901","total","Age45-54","Female",1334
"25025050901","total","Age45-54","Male",2060
"25025050901","total","Age5-9","Female",958
"25025050901","total","Age5-9","Male",498
"25025050901","total","Age55-64","Female",846
"25025050901","total","Age55-64","Male",1053
"25025050901","total","Age65-74","Female",199
"25025050901","total","Age65-74","Male",620
"25025050901","total","Age75-84","Female",247
"25025050901","total","Age75-84","Male",148
"25025050901","total","Age85+","Female",58
"25025050901","total","Age85+","Male",0
"25025051000","total","Age0-4","Female",1140
"25025051000","total","Age0-4","Male",1103
"25025051000","total","Age10-14","Female",533
"25025051000","total","Age10-14","Male",576
"25025051000","total","Age15-19","Female",649
"25025051000","total","Age15-19","Male",372
"25025051000","total","Age20-24","Female",633
"25025051000","total","Age20-24","Male",959
"25025051000","total","Age25-29","Female",982
"25025051000","total","Age25-29","Male",1353
"25025051000","total","Age30-34","Female",1208
"25025051000","total","Age30-34","Male",1011
"25025051000","total","Age35-44","Female",1464
"25025051000","total","Age35-44","Male",1464
"25025051000","total","Age45-54","Female",1499
"25025051000","total","Age45-54","Male",1758
"25025051000","total","Age5-9","Female",441
"25025051000","total","Age5-9","Male",723
"25025051000","total","Age55-64","Female",1462
"25025051000","total","Age55-64","Male",1000
"25025051000","total","Age65-74","Female",815
"25025051000","total","Age65-74","Male",370
"25025051000","total","Age75-84","Female",311
"25025051000","total","Age75-84","Male",608
"25025051000","total","Age85+","Female",755
"25025051000","total","Age85+","Male",70
"25025051101","total","Age0-4","Female",1073
"25025051101","total","Age0-4","Male",467
"25025051101","total","Age10-14","Female",296
"25025051101","total","Age10-14","Male",1735
"25025051101","total","Age15-19","Female",1036
"25025051101","total","Age15-19","Male",931
"25025051101","total","Age20-24","Female",1109
"25025051101","total","Age20-24","Male",1445
"25025051101","total","Age25-29","Female",1932
"25025051101","total","Age25-29","Male",2026
"25025051101","total","Age30-34","Female",1619
"25025051101","total","Age30-34","Male",1995
"25025051101","total","Age35-44","Female",2044
"25025051101","total","Age35-44","Male",3265
"25025051101","total","Age45-54","Female",2495
"25025051101","total","Age45-54","Male",2752
"25025051101","total","Age5-9","Female",1050
"25025051101","total","Age5-9","Male",559
"25025051101","total","Age55-64","Female",2372
"25025051101","total","Age55-64","Male",1693
"25025051101","total","Age65-74","Female",979
"25025051101","total","Age65-74","Male",1288
"25025051101","total","Age75-84","Female",892
"25025051101","total","Age75-84","Male",342
"25025051101","total","Age85+","Female",341
"25025051101","total","Age85+","Male",376
"25025051200","total","Age0-4","Female",590
"25025051200","total","Age0-4","Male",270
"25025051200","total","Age10-14","Female",161
"25025051200","total","Age10-14","Male",164
"25025051200","total","Age15-19","Female",260
"25025051200","total","Age15-19","Male",373
"25025051200","total","Age20-24","Female",251
"25025051200","total","Age20-24","Male",202
"25025051200","total","Age25-29","Female",1096
"25025051200","total","Age25-29","Male",1425
"25025051200","total","Age30-34","Female",716
"25025051200","total","Age30-34","Male",737
"25025051200","total","Age35-44","Female",1218
"25025051200","total","Age35-44","Male",1018
"25025051200","total","Age45-54","Female",516
"25025051200","total","Age45-54","Male",1150
"25025051200","total","Age5-9","Female",403
"25025051200","total","Age5-9","Male",305
"25025051200","total","Age55-64","Female",900
"25025051200","total","Age55-64","Male",803
"25025051200","total","Age65-74","Female",517
"25025051200","total","Age65-74","Male",347
"25025051200","total","Age75-84","Female",149
"25025051200","total","Age75-84","Male",325
"25025051200","total","Age85+","Female",203
"25025051200","total","Age85+","Male",10
"25025060101","total","Age0-4","Female",289
"25025060101","total","Age0-4","Male",481
"25025060101","total","Age10-14","Female",375
"25025060101","total","Age10-14","Male",180
"25025060101","total","Age15-19","Female",275
"25025060101","total","Age15-19","Male",229
"25025060101","total","Age20-24","Female",487
"25025060101","total","Age20-24","Male",339
"25025060101","total","Age25-29","Female",2305
"25025060101","total","Age25-29","Male",2693
"25025060101","total","Age30-34","Female",1022
"25025060101","total","Age30-34","Male",1610
"25025060101","total","Age35-44","Female",1135
"25025060101","total","Age35-44","Male",903
"25025060101","total","Age45-54","Female",1073
"25025060101","total","Age45-54","Male",1133
"25025060101","total","Age5-9","Female",255
"25025060101","total","Age5-9","Male",233
"25025060101","total","Age55-64","Female",711
"25025060101","total","Age55-64","Male",675
"25025060101","total","Age65-74","Female",556
"25025060101","total","Age65-74","Male",540
"25025060101","total","Age75-84","Female",155
"25025060101","total","Age75-84","Male",360
"25025060101","total","Age85+","Female",170
"25025060101","total","Age85+","Male",108
"25025060200","total","Age0-4","Female",240
"25025060200","total","Age0-4","Male",182
"25025060200","total","Age10-14","Female",108
"25025060200","total","Age10-14","Male",123
"25025060200","total","Age15-19","Female",180
"25025060200","total","Age15-19","Male",77
"25025060200","total","Age20-24","Female",211
"25025060200","total","Age20-24","Male",239
"25025060200","total","Age25-29","Female",1314
"25025060200","total","Age25-29","Male",1688
"25025060200","total","Age30-34","Female",805
"25025060200","total","Age30-34","Male",941
"25025060200","total","Age35-44","Female",976
"25025060200","total","Age35-44","Male",657
"25025060200","total","Age45-54","Female",337
"25025060200","total","Age45-54","Male",488
"25025060200","total","Age5-9","Female",191
"25025060200","total","Age5-9","Male",296
"25025060200","total","Age55-64","Female",687
"25025060200","total","Age55-64","Male",631
"25025060200","total","Age65-74","Female",367
"25025060200","total","Age65-74","Male",171
"25025060200","total","Age75-84","Female",287
"25025060200","total","Age75-84","Male",185
"25025060200","total","Age85+","Female",66
"25025060200","total","Age85+","Male",107
"25025060301","total","Age0-4","Female",484
"25025060301","total","Age0-4","Male",321
"25025060301","total","Age10-14","Female",195
"25025060301","total","Age10-14","Male",99
"25025060301","total","Age15-19","Female",85
"25025060301","total","Age15-19","Male",325
"25025060301","total","Age20-24","Female",730
"25025060301","total","Age20-24","Male",398
"25025060301","total","Age25-29","Female",2763
"25025060301","total","Age25-29","Male",1885
"25025060301","total","Age30-34","Female",1292
"25025060301","total","Age30-34","Male",2300
"25025060301","total","Age35-44","Female",1036
"25025060301","total","Age35-44","Male",778
"25025060301","total","Age45-54","Female",716
"25025060301","total","Age45-54","Male",483
"25025060301","total","Age5-9","Female",174
"25025060301","total","Age5-9","Male",79
"25025060301","total","Age55-64","Female",1085
"25025060301","total","Age55-64","Male",690
"25025060301","total","Age65-74","Female",491
"25025060301","total","Age65-74","Male",394
"25025060301","total","Age75-84","Female",666
"25025060301","total","Age75-84","Male",104
"25025060301","total","Age85+","Female",262
"25025060301","total","Age85+","Male",70
"25025060400","total","Age0-4","Female",245
"25025060400","total","Age0-4","Male",686
"25025060400","total","Age10-14","Female",0
"25025060400","total","Age10-14","Male",41
"25025060400","total","Age15-19","Female",26
"25025060400","total","Age15-19","Male",178
"25025060400","total","Age20-24","Female",1048
"25025060400","total","Age20-24","Male",339
"25025060400","total","Age25-29","Female",5672
"25025060400","total","Age25-29","Male",3978
"25025060400","total","Age30-34","Female",1597
"25025060400","total","Age30-34","Male",1900
"25025060400","total","Age35-44","Female",1359
"25025060400","total","Age35-44","Male",2105
"25025060400","total","Age45-54","Female",771
"25025060400","total","Age45-54","Male",1305
"25025060400","total","Age5-9","Female",180
"25025060400","total","Age5-9","Male",90
"25025060400","total","Age55-64","Female",1232
"25025060400","total","Age55-64","Male",1209
"25025060400","total","Age65-74","Female",963
"25025060400","total","Age65-74","Male",844
"25025060400","total","Age75-84","Female",798
"25025060400","total","Age75-84","Male",439
"25025060400","total","Age85+","Female",648
"25025060400","total","Age85+","Male",204
"25025060501","total","Age0-4","Female",678
"25025060501","total","Age0-4","Male",597
"25025060501","total","Age10-14","Female",212
"25025060501","total","Age10-14","Male",122
"25025060501","total","Age15-19","Female",177
"25025060501","total","Age15-19","Male",325
"25025060501","total","Age20-24","Female",415
"25025060501","total","Age20-24","Male",992
"25025060501","total","Age25-29","Female",2777
"25025060501","total","Age25-29","Male",3146
"25025060501","total","Age30-34","Female",1373
"25025060501","total","Age30-34","Male",1514
"25025060501","total","Age35-44","Female",1486
"25025060501","total","Age35-44","Male",1439
"25025060501","total","Age45-54","Female",1093
"25025060501","total","Age45-54","Male",1197
"25025060501","total","Age5-9","Female",86
"25025060501","total","Age5-9","Male",370
"25025060501","total","Age55-64","Female",733
"25025060501","total","Age55-64","Male",875
"25025060501","total","Age65-74","Female",367
"25025060501","total","Age65-74","Male",153
"25025060501","total","Age75-84","Female",338
"25025060501","total","Age75-84","Male",116
"25025060501","total","Age85+","Female",131
"25025060501","total","Age85+","Male",3
"25025060600","total","Age0-4","Female",113
"25025060600","total","Age0-4","Male",340
"25025060600","total","Age10-14","Female",133
"25025060600","total","Age10-14","Male",55
"25025060600","total","Age15-19","Female",158
"25025060600","total","Age15-19","Male",12
"25025060600","total","Age20-24","Female",319
"25025060600","total","Age20-24","Male",205
"25025060600","total","Age25-29","Female",2085
"25025060600","total","Age25-29","Male",2280
"25025060600","total","Age30-34","Female",1196
"25025060600","total","Age30-34","Male",1409
"25025060600","total","Age35-44","Female",1278
"25025060600","total","Age35-44","Male",1552
"25025060600","total","Age45-54","Female",955
"25025060600","total","Age45-54","Male",1275
"25025060600","total","Age5-9","Female",117
"25025060600","total","Age5-9","Male",19
"25025060600","total","Age55-64","Female",813
"25025060600","total","Age55-64","Male",965
"25025060600","total","Age65-74","Female",474
"25025060600","total","Age65-74","Male",540
"25025060600","total","Age75-84","Female",79
"25025060600","total","Age75-84","Male",140
"25025060600","total","Age85+","Female",60
"25025060600","total","Age85+","Male",0
"25025060700","total","Age0-4","Female",329
"25025060700","total","Age0-4","Male",673
"25025060700","total","Age10-14","Female",827
"25025060700","total","Age10-14","Male",933
"25025060700","total","Age15-19","Female",669
"25025060700","total","Age15-19","Male",403
"25025060700","total","Age20-24","Female",546
"25025060700","total","Age20-24","Male",483
"25025060700","total","Age25-29","Female",342
"25025060700","total","Age25-29","Male",339
"25025060700","total","Age30-34","Female",548
"25025060700","total","Age30-34","Male",239
"25025060700","total","Age35-44","Female",1314
"25025060700","total","Age35-44","Male",490
"25025060700","total","Age45-54","Female",1233
"25025060700","total","Age45-54","Male",390
"25025060700","total","Age5-9","Female",434
"25025060700","total","Age5-9","Male",671
"25025060700","total","Age55-64","Female",795
"25025060700","total","Age55-64","Male",244
"25025060700","total","Age65-74","Female",382
"25025060700","total","Age65-74","Male",211
"25025060700","total","Age75-84","Female",216
"25025060700","total","Age75-84","Male",167
